Entry_Time,Exit_Time,Direction,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Position_Size,P&L,R_Multiple,Exit_Reason
2026-02-20 17:00:00+00:00,2026-02-23 11:00:00+00:00,long,1.1784114837646484,1.1784114837646484,1.1784114837646484,1.188878512084484,39448.49990514199,-2.761394993359939,0.0,stop_loss
2026-02-25 05:00:00+00:00,2026-03-02 00:00:00+00:00,long,1.1804981231689453,1.1764359714388848,1.1764359714388848,1.1906535024940967,40648.90144945389,-167.9674284494207,-1.0172322465165418,stop_loss
2026-02-25 17:00:00+00:00,2026-03-02 00:00:00+00:00,long,1.1810559034347534,1.1767129944562913,1.1767129944562913,1.1919131758809087,38021.06057641361,-167.7834795883079,-1.0161182286681927,stop_loss
2026-02-27 18:00:00+00:00,2026-03-02 00:00:00+00:00,long,1.1821727752685547,1.178794658601284,1.178794658601284,1.1906180669367312,48879.90013718829,-168.54359835756213,-1.0207216052299808,stop_loss
2026-02-11 15:00:00+00:00,2026-03-02 16:00:00+00:00,short,1.1862396001815796,1.167765455842018,1.1862396001815796,1.167765455842018,21553.583861302704,396.6752684182586,0.0,take_profit
2026-03-06 11:00:00+00:00,2026-03-09 19:00:00+00:00,short,1.1566041707992554,1.1629664179086685,1.1629664179086685,1.1406985530257225,25699.680312069137,-165.3066944001483,-1.0110024019495303,stop_loss
2026-03-18 16:00:00+00:00,2026-03-19 13:00:00+00:00,short,1.151410460472107,1.151410460472107,1.151410460472107,1.139320783317089,33298.68000144809,-2.330907600101366,0.0,stop_loss
2026-03-24 22:00:00+00:00,2026-03-26 06:00:00+00:00,long,1.1618449687957764,1.1557586159706117,1.1557586159706117,1.177060850858688,26451.498520206773,-162.8447576447142,-1.011501140668444,stop_loss
2026-03-19 16:00:00+00:00,2026-03-26 11:00:00+00:00,long,1.1539349555969238,1.1539349555969238,1.1539349555969238,1.1784816896915435,16396.595991927326,-1.1477617194349128,0.0,stop_loss
2026-03-25 15:00:00+00:00,2026-04-01 00:00:00+01:00,short,1.1574074029922485,1.1574074029922485,1.1574074029922485,1.1411423781514172,24745.297705317058,-1.732170839372194,0.0,stop_loss
